"national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue.Yes","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk.Yes","oe_constraint.Yes","ppap_risk.Yes","stop_auto_buy.Yes","rev_stop.Yes","went_on_backorder.Yes"
5,8,0,0,0,0,0,0,0,0,2,0,0,0.76,0.78,0,1,0,0,1,0,0
38,8,13,611,851,1139,116,344,647,945,141,0,48,0.61,0.57,5,0,0,1,1,0,1
8,8,0,76,130,200,21,78,140,199,28,0,4,0.79,0.66,0,0,0,0,1,0,1
380,8,0,0,0,0,16,72,215,337,30,0,0,0.99,0.96,0,0,0,0,1,0,0
2,8,0,15,25,37,6,15,28,41,2,0,0,0.17,0.33,0,0,0,0,1,0,1
205,8,68,318,618,894,113,364,764,1182,259,0,0,1,0.99,0,0,0,1,1,0,0
7,8,0,84,162,266,8,39,65,102,13,0,0,0.93,0.96,0,0,0,0,1,0,1
4,8,0,0,0,0,0,0,0,0,0,0,0,0.7,0.8,0,0,0,0,1,0,1
14,8,0,466,706,946,93,285,544,829,135,0,36,0.61,0.57,4,0,0,1,1,0,1
0,52,0,25,25,25,0,0,0,0,0,0,0,0.82,0.88,0,1,0,1,0,0,1
40,9,0,9,9,18,2,12,21,41,9,0,0,0.54,0.7,0,0,0,0,1,0,0
206,2,0,405,785,1159,34,114,229,328,40,0,0,0.26,0.34,0,0,0,0,1,0,0
2,8,0,9,27,36,4,13,15,21,1,0,0,0.77,0.82,0,0,0,0,1,0,1
0,2,0,4,7,8,0,0,0,0,0,0,3,0.66,0.66,0,0,0,0,1,0,0
278,4,6,0,0,20,17,52,282,312,16,0,0,0.73,0.78,0,0,0,0,1,0,0
0,2,0,3,3,3,0,0,0,0,0,0,0,0.42,0.36,0,1,0,1,1,0,0
0,2,0,4,24,24,0,0,0,0,1,0,0,-99,-99,0,1,0,0,1,0,1
0,2,0,17,21,21,0,4,4,4,0,0,0,0.33,0.59,4,0,0,0,1,0,1
12,11,0,27,81,108,6,34,74,115,13,0,0,0.85,0.76,0,0,0,0,1,0,1
4,4,0,7,9,11,2,8,17,24,0,0,0,0.73,0.78,0,0,0,0,1,0,0
264,8,1,0,76,152,38,124,258,392,48,0,0,1,1,0,0,0,0,1,0,0
1,8,0,18,24,33,12,26,27,43,8,0,0,0.99,0.99,0,0,0,0,1,0,1
2,9,0,0,0,0,0,0,0,3,0,0,0,0.68,0.66,0,0,0,0,1,0,0
98,8,0,0,0,52,9,23,52,83,14,0,0,0.84,0.86,0,0,0,0,1,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,1,0,0,1,0,0
0,8,0,16,16,20,2,14,21,23,0,0,0,0.66,0.69,0,0,0,0,1,0,1
15,8,51,371,596,878,74,298,572,732,59,0,33,0.79,0.66,4,0,0,0,1,0,1
1,8,0,30,30,30,8,15,23,29,6,0,0,1,0.41,0,0,0,1,1,0,1
8,8,0,0,0,0,0,1,4,8,1,0,0,0.42,0.36,0,0,0,0,1,0,0
4,8,0,1,5,10,5,6,7,7,0,0,0,0.78,0.74,0,0,0,1,1,0,1
1,8,0,2,4,5,1,3,4,4,0,0,0,0.98,0.97,0,0,0,0,1,0,1
16,8,0,0,8,16,3,9,23,30,0,0,0,0.5,0.53,0,0,0,0,1,0,1
2,10,0,7,15,24,2,7,15,23,2,0,0,0.84,0.86,0,0,0,0,1,0,1
86,8,90,96,276,624,44,232,538,640,8,0,0,0.93,0.93,0,0,0,0,1,0,0
20,2,1,3,7,11,0,0,0,0,0,0,0,0.79,0.77,0,0,0,0,1,0,0
3,8,0,0,0,0,3,7,7,7,0,0,0,0.71,0.75,0,0,0,0,1,0,1
82,2,9,44,124,174,15,71,138,220,21,0,0,0.83,0.86,0,0,0,0,1,0,0
89,8,0,35,77,119,12,40,85,126,51,0,0,0.65,0.67,0,0,0,0,1,0,0
6,8,0,0,0,0,1,3,4,5,1,0,0,0.99,0.99,0,1,0,0,1,0,0
0,8,0,6,6,6,0,1,4,9,0,0,0,0.17,0.33,0,0,0,0,1,0,1
138,9,38,0,72,96,3,22,143,182,30,0,0,0.86,0.84,0,0,0,0,1,0,0
-1,4,6,0,2,3,1,9,17,26,3,0,0,0.73,0.78,1,0,0,1,1,0,1
0,8,0,16,16,16,0,0,0,0,0,0,0,0.91,0.9,0,0,0,0,1,0,1
198,12,0,0,0,0,0,0,0,0,0,0,0,0.95,0.86,0,0,0,1,1,0,0
274,16,15,280,654,1045,103,382,791,1238,126,0,0,0.99,0.99,0,0,0,0,1,0,0
28,15,0,0,10,20,4,23,34,37,0,0,0,0.93,0.92,0,0,0,0,1,0,1
-3,8,0,300,300,300,2,2,22,35,4,0,0,0,0,3,0,0,0,1,0,1
159,8,172,38,168,324,3,51,116,204,60,0,0,0.97,0.93,0,0,0,0,1,0,0
2,8,0,0,0,0,1,1,2,2,0,0,0,0.85,0.56,0,0,0,1,1,0,0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,1,0,0
1,8,0,1,2,3,0,1,1,2,1,0,0,0.99,0.93,0,0,0,0,1,0,0
47,2,0,0,0,0,1,1,1,3,0,0,0,1,0.99,0,0,0,0,1,0,0
17,2,0,0,7,14,7,16,33,47,0,0,0,0.58,0.51,0,0,0,0,1,0,1
5,8,0,0,0,0,0,0,0,0,2,0,0,0.98,0.98,0,0,0,1,1,0,0
0,8,0,3,5,6,0,1,3,3,1,0,0,0.1,0.13,0,0,0,0,1,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0.79,0.84,0,1,0,0,1,0,0
10,9,0,42,42,45,9,17,31,55,3,0,1,0.35,0.47,0,0,0,0,1,0,1
0,12,0,10,12,12,3,8,16,19,0,0,0,0.78,0.78,0,0,0,0,1,0,1
3,8,0,20,20,20,0,0,0,0,0,0,0,0.51,0.53,0,1,0,0,1,0,0
11,2,0,0,0,0,4,14,20,20,0,0,0,0.97,0.94,0,1,0,0,1,0,1
0,2,0,9,14,19,2,6,11,11,0,0,2,0.76,0.78,0,0,0,0,1,0,0
4,4,0,0,2,3,2,3,4,6,0,0,0,0.68,0.66,0,1,0,0,1,0,1
4,4,0,0,1,1,0,2,11,14,3,0,0,0.73,0.78,0,0,0,0,1,0,0
4,8,0,41,85,129,14,50,94,171,27,0,0,0.92,0.94,0,0,0,0,1,0,1
3,8,0,92,128,188,12,96,184,267,47,0,0,0.73,0.68,1,0,0,0,1,0,1
0,8,0,3,4,5,0,1,3,4,0,0,0,0.17,0.33,0,0,0,0,1,0,1
-7,6,3,7,7,8,7,13,17,17,1,0,0,0.78,0.78,7,0,0,0,1,0,1
0,13,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,1,0,0,1,0,0
-1,8,26,521,767,965,101,310,464,687,98,0,0,0.66,0.66,3,0,0,0,1,0,1
22,2,0,0,0,0,0,0,0,0,0,0,0,0.65,0.75,0,1,0,0,1,0,0
25,2,0,0,0,0,0,0,1,1,0,0,0,1,0.92,0,1,0,0,1,0,0
35,8,16,0,0,0,1,2,5,6,2,0,0,1,0.99,0,1,0,0,1,0,0
91,4,0,0,0,0,6,15,17,22,24,0,0,0.96,0.85,0,0,0,0,1,0,0
3,8,0,12,12,12,0,3,5,5,0,0,0,1,0.94,0,0,0,0,1,0,1
0,8,0,5,8,11,3,5,8,10,0,0,0,0.78,0.74,0,0,0,0,1,0,1
0,2,0,20,21,21,0,0,0,0,0,0,0,0.78,0.74,0,1,0,0,1,0,1
1,8,0,24,37,50,7,16,22,31,1,0,0,0.76,0.78,0,0,0,0,1,0,1
-1,8,0,69,104,174,21,57,90,123,6,0,0,1,0.99,1,0,0,0,1,0,1
3,2,0,0,3,3,0,1,2,6,0,0,0,0.97,0.93,0,0,0,0,1,0,1
1,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
9,12,0,0,0,0,0,0,1,5,0,0,0,0.63,0.72,0,0,0,0,1,0,0
4,4,0,5,10,10,3,7,17,25,0,0,0,0.68,0.66,0,0,0,0,1,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0,0,0,1,0,0
12,8,0,0,0,0,0,0,0,0,1,0,0,0.83,0.91,0,1,0,0,1,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0.94,0.97,0,0,0,0,1,0,0
16,8,0,13,33,53,5,27,43,58,0,0,0,1,0.99,0,0,0,0,1,0,0
5,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.83,0,0,0,0,1,0,0
43,4,0,0,20,48,5,17,29,43,0,0,0,0.79,0.66,0,1,0,0,1,0,0
1,9,0,0,0,0,0,0,0,0,2,0,0,0.68,0.66,0,0,0,0,1,0,0
8,8,0,0,0,2,1,4,10,16,0,0,0,0.97,0.95,0,0,0,0,1,0,0
16,8,0,0,0,0,2,7,12,23,0,0,0,0.72,0.72,0,0,0,0,1,0,0
0,9,0,383,481,481,0,0,0,0,28,0,0,0.91,0.77,0,0,0,1,1,0,1
0,2,0,16,16,16,0,0,0,0,0,0,0,0.5,0.4,0,1,0,0,1,0,0
-7,12,0,10,10,10,0,3,6,7,5,0,0,0.74,0.74,7,0,0,0,1,0,1
10,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
-32,8,0,161,232,336,34,120,248,306,20,0,0,0.98,0.98,32,0,0,0,1,0,1
121,8,56,220,460,720,63,242,463,677,46,0,0,0.69,0.69,0,0,0,0,1,0,0
0,2,0,100,100,200,23,55,105,130,0,0,0,0.67,0.79,0,0,0,0,1,0,1
5,2,0,0,0,0,0,2,2,2,1,0,0,1,0.94,0,1,0,0,1,0,0
2,2,0,48,48,48,26,48,48,48,5,0,0,0.35,0.27,0,1,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
40,8,30,12,44,69,19,47,82,131,20,0,0,0.96,0.96,0,0,0,0,1,0,0
6,8,0,0,0,0,0,1,1,3,0,0,0,0.82,0.75,0,0,0,1,1,0,0
0,8,0,16,24,32,4,8,14,20,0,0,0,0.66,0.69,0,0,0,0,1,0,1
32,8,5,24,42,60,8,23,58,90,17,0,0,0.23,0.43,0,0,0,1,1,0,0
50,8,0,0,0,0,4,12,23,23,141,0,0,0.97,0.98,0,1,0,0,1,0,0
1,2,0,6,9,12,4,6,16,19,0,0,0,0.98,0.97,0,0,0,0,1,0,1
1,12,0,49,72,112,17,55,108,133,0,0,0,0.78,0.78,0,0,0,0,1,0,1
4,8,7,117,147,192,11,48,117,172,25,0,9,0.05,0.12,0,0,0,1,1,0,1
0,12,0,2,3,5,1,5,7,11,0,0,0,0.78,0.78,0,0,0,0,1,0,1
4,8,0,6,11,16,3,15,23,29,2,0,0,0.57,0.74,0,0,0,0,1,0,1
2,2,0,7,9,12,2,2,4,5,0,0,0,0.8,0.82,0,1,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1,0,1
1,8,0,40,60,80,13,47,76,101,0,0,0,0.61,0.57,0,0,0,0,1,0,1
1,5,0,2,3,5,2,2,4,6,1,0,0,0.99,0.97,0,0,0,0,1,0,1
3,4,3,22,30,34,1,9,14,22,0,0,3,0.73,0.78,0,0,0,1,1,0,0
199,8,2,3000,3000,3000,261,779,1326,1952,157,0,0,-99,-99,6,0,0,0,1,0,1
15,2,0,0,0,0,0,0,0,1,1,0,0,0.99,0.9,0,1,0,0,1,0,0
1,8,0,8,13,21,6,12,16,22,1,0,0,0.99,0.99,0,0,0,0,1,0,1
32,8,4,220,339,447,78,167,299,445,51,0,34,0.81,0.87,15,0,0,0,1,0,1
3,0,0,606,894,1182,153,373,697,1064,274,0,0,0,0,11,0,0,0,0,0,1
0,2,0,0,1,3,0,1,2,7,2,0,0,1,0.99,0,0,0,0,0,0,1
4,12,0,0,0,0,0,0,0,0,1,0,0,0.38,0.44,0,0,0,0,1,0,0
5,8,0,3,4,5,1,4,5,7,1,0,0,0.84,0.73,0,0,0,0,1,0,0
10,8,0,24,40,56,7,20,33,63,1,0,0,0.5,0.35,0,0,0,0,1,0,1
2,8,0,1,3,4,0,2,2,3,0,0,0,0.97,0.98,0,0,0,0,1,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0.24,0.14,0,0,0,0,1,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
2,9,0,0,0,0,0,0,0,0,0,0,0,0.43,0.45,0,0,0,0,1,0,0
6,8,0,2,2,2,0,0,0,0,0,0,0,0,0.07,0,1,0,0,1,0,0
17,8,0,63,138,214,14,52,74,79,0,0,0,0.71,0.75,0,0,0,0,1,0,1
36,4,3,30,61,86,9,38,68,103,12,0,0,0.88,0.93,0,0,0,0,1,0,0
79,8,1,35,105,175,7,58,135,189,23,0,0,0.97,0.9,0,0,0,0,1,0,0
-101,2,0,262,262,262,0,104,104,114,13,0,0,0,0,101,1,0,0,1,0,1
0,4,0,16,16,16,0,0,0,0,0,0,0,0.24,0.14,0,1,0,0,1,0,0
0,2,0,289,289,289,1,1,2,2,0,0,0,0,0,1,1,0,0,1,0,1
0,2,0,130,130,130,0,0,1,1,0,0,0,0.99,0.86,0,1,0,0,0,0,1
0,2,0,5,8,8,0,0,3,3,0,0,0,0.84,0.66,0,1,0,1,1,0,1
3,4,0,0,0,0,0,0,0,3,0,0,0,0.73,0.78,0,0,0,0,1,0,0
6,2,0,0,0,0,0,0,0,0,0,0,0,0.66,0.71,0,0,0,1,1,0,0
4852,8,0,0,0,0,12,72,200,669,40,0,0,0.79,0.86,0,0,0,1,1,0,0
4,8,0,5,5,5,0,1,5,6,0,0,0,0.98,0.99,0,0,0,0,1,0,1
180,12,0,0,0,0,0,3,5,10,2,0,0,0.75,0.65,0,0,0,0,1,0,0
20,8,0,110,175,240,17,42,95,141,10,0,0,0.95,0.94,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,0,0,0,0,0.62,0.65,0,0,0,0,1,0,0
783,8,12,1000,1400,2600,109,930,1614,2244,2587,0,0,0.6,0.63,0,0,0,0,1,0,0
3,8,0,0,0,0,0,0,0,1,0,0,0,0.69,0.71,0,0,0,0,1,0,0
5,14,0,80,80,120,8,34,75,112,14,0,0,0.44,0.38,0,0,0,0,1,0,1
7,8,0,11,20,29,9,17,30,41,7,0,0,0.82,0.78,0,0,0,0,1,0,1
5,8,0,0,0,0,0,0,1,1,0,0,0,0.79,0.66,0,0,0,0,1,0,0
288,8,260,177,177,177,99,291,597,1052,72,0,1,0,0,0,0,0,0,1,0,0
20,14,0,60,100,150,24,44,125,166,38,0,0,0.68,0.69,0,0,0,1,1,0,0
22,8,0,140,220,280,28,89,172,259,56,0,0,0.61,0.57,0,0,0,1,1,0,1
33,9,0,0,0,0,0,0,1,2,0,0,0,0.68,0.66,0,0,0,0,1,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0.94,0.97,0,0,0,0,1,0,0
8,2,0,0,0,2,1,6,15,18,2,0,0,0.85,0.92,0,0,0,0,1,0,1
4,8,0,0,0,0,0,0,0,0,0,0,0,0.42,0.36,0,0,0,0,1,0,0
2,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,0,1,0,0
16,12,0,0,6,12,4,12,13,19,0,0,0,0.78,0.78,0,0,0,0,1,0,0
1,8,0,4,4,7,3,6,11,14,0,0,0,0.85,0.89,0,0,0,1,1,0,1
434,4,144,2004,3648,5316,551,1586,3021,4327,424,0,0,0.99,0.95,0,0,0,0,1,0,0
430,8,30,240,480,960,115,394,772,1044,119,0,0,0.99,0.99,0,0,0,0,1,0,0
0,3,0,30,30,30,0,0,0,0,0,0,0,0.43,0.46,0,1,0,1,1,0,1
32,8,0,96,144,208,26,79,132,172,32,0,16,0.84,0.77,0,0,0,0,1,0,1
2,14,0,3,7,9,2,6,7,10,1,0,0,0.85,0.76,0,0,0,0,1,0,1
151,8,0,0,0,280,11,36,97,150,23,0,0,0.99,0.99,0,0,0,0,1,0,0
0,8,0,7,7,8,0,5,12,13,2,0,0,0,0,0,0,0,1,1,0,1
454,2,47,240,480,600,74,246,506,734,80,0,0,1,0.99,6,0,0,0,1,0,0
0,2,0,120000,144444,179999,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
0,4,0,14,18,21,5,9,11,11,0,0,0,0.73,0.78,0,1,0,0,1,0,1
15,8,0,100,200,250,15,56,94,171,0,0,0,1,0.99,0,0,0,0,1,0,1
294,8,23,411,705,1041,75,598,977,1499,70,0,0,0.91,0.91,0,0,0,0,1,0,0
14,8,0,51,77,103,14,35,60,82,0,0,0,0.98,0.99,0,0,0,0,1,0,1
0,8,0,4,5,7,1,6,6,8,3,0,0,0.94,0.97,0,0,0,0,1,0,1
-3,8,0,240,240,240,26,42,84,118,3,0,0,0.5,0.33,3,0,0,0,1,0,1
11,8,0,36,64,88,5,23,60,93,0,0,0,0.66,0.69,0,0,0,0,1,0,1
2,8,27,0,0,10,0,7,13,24,0,0,0,0.78,0.74,0,0,0,0,1,0,0
0,8,0,20544,31968,41760,0,0,0,0,2164,0,0,0.91,0.91,0,0,0,1,1,0,1
1,8,5,15,25,31,9,20,30,50,1,0,0,0.85,0.56,0,0,0,0,1,0,1
3,10,0,0,0,0,0,0,0,0,1,0,0,0.89,0.9,0,0,0,0,1,0,0
2,2,0,6,12,16,2,6,10,13,0,0,0,0.95,0.95,0,0,0,0,1,0,1
109,8,0,0,0,0,0,0,6,7,0,0,0,0.9,0.95,0,0,0,0,1,0,0
9,8,0,10,20,20,2,9,16,21,0,0,0,0.91,0.63,0,0,0,0,1,0,0
102,8,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,1,1,0,0
51,8,4,150,240,390,47,167,279,462,48,0,0,0.96,0.96,1,0,0,0,1,0,1
0,2,0,5,7,7,0,0,0,0,0,0,0,0.42,0.36,0,1,0,0,1,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,1
57,4,15,48,102,174,7,48,120,159,21,0,0,0.96,0.85,0,0,0,0,1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2,8,0,0,0,0,0,0,0,0,0,0,0,0.56,0.46,0,0,0,1,1,0,0
0,2,0,10,10,10,0,0,0,0,1,0,0,0.69,0.64,0,1,0,1,1,0,1
0,2,0,7,12,12,0,0,0,0,0,0,0,0.8,0.82,0,0,0,1,1,0,0
0,2,0,4,4,4,0,0,0,0,0,0,0,0.85,0.89,0,0,0,1,1,0,0
11,8,0,0,0,0,0,0,0,0,0,0,0,0.14,0.32,0,0,0,0,1,0,0
1,2,0,3,3,6,0,2,2,4,1,0,0,0.84,0.89,0,0,0,0,1,0,1
86,2,0,36,108,180,14,48,114,197,0,0,0,0.88,0.93,0,0,0,0,1,0,1
222,8,128,87,257,461,86,272,549,990,101,0,53,0.98,0.97,0,0,0,0,1,0,0
122,8,102,90,360,540,49,212,420,606,64,0,0,0.96,0.92,0,0,0,0,1,0,0
0,9,0,6,6,6,0,0,2,3,0,0,0,0.99,0.99,0,0,0,0,1,0,1
-57,9,0,438,536,683,175,272,370,535,29,0,0,0.52,0.41,57,0,0,0,1,0,1
0,14,0,20,20,20,0,4,7,9,0,1,0,0.44,0.38,0,0,0,0,1,0,1
0,9,0,3,5,7,2,4,6,6,0,0,0,0.7,0.78,0,0,0,0,1,0,1
6,8,0,20,20,40,2,7,15,20,2,0,0,0.98,0.99,0,0,0,0,1,0,1
0,8,0,9,19,26,6,10,16,22,0,0,0,0.85,0.68,0,0,0,1,1,0,1
20,8,0,0,0,0,40,78,80,80,0,0,0,0.9,0.94,0,0,0,0,1,0,1
3,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
3,0,0,22,33,44,2,11,22,34,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,1,1,1,0,0,1,1,0,0,0,0.13,0.09,0,0,0,0,1,0,1
0,8,11,85,140,200,35,86,153,223,0,0,0,1,1,0,1,0,0,1,0,1
2,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,0,1,0,0
3,2,0,20,20,40,2,7,22,33,0,0,0,0.07,0.07,0,1,0,1,1,0,1
9,8,2,50,80,120,7,25,50,58,5,0,3,0.43,0.46,0,1,0,0,1,0,1
-2,8,0,12,12,12,0,0,0,2,2,0,0,0.05,0.12,2,0,0,1,1,0,1
2,8,0,4,4,6,0,2,3,3,1,0,0,0.71,0.75,0,0,0,0,1,0,0
0,8,0,6,10,14,0,3,9,10,0,0,0,0.57,0.44,0,0,0,0,1,0,1
7,16,0,58,82,106,8,34,63,96,10,0,0,0.62,0.62,0,0,0,0,1,0,1
5,8,0,22,36,36,4,16,26,38,1,0,0,0.84,0.77,0,0,0,0,1,0,1
0,8,0,10,14,18,6,12,13,14,0,0,0,0.78,0.86,0,0,0,0,1,0,1
8,9,0,180,255,315,29,77,142,279,54,0,0,0.68,0.66,1,0,0,0,1,0,1
14,8,0,0,0,0,0,1,1,2,0,0,0,0.87,0.93,0,0,0,0,1,0,0
2,12,0,1,2,3,0,1,2,3,0,0,0,0.78,0.78,0,0,0,0,1,0,0
109,8,17,672,1056,1392,148,435,877,1285,154,0,48,0.61,0.57,5,0,0,1,1,0,1
7,8,0,0,6,9,1,2,7,11,1,0,0,0.79,0.66,0,0,0,0,1,0,0
2,8,0,16,24,40,5,12,22,31,0,0,0,0.17,0.33,0,0,0,0,1,0,1
172,2,62,240,460,660,160,220,220,220,86,0,0,0.64,0.64,5,0,0,0,1,0,1
4,2,0,0,0,0,2,3,9,9,0,0,0,0.53,0.54,0,1,0,1,1,0,1
-21,12,0,86,96,106,35,38,68,90,10,0,0,0.78,0.78,21,0,0,1,1,0,1
37,8,0,0,0,0,0,0,3,4,0,0,0,0.97,0.97,0,1,0,1,1,0,0
0,8,0,7,9,13,0,3,6,9,0,0,1,0,0,0,0,0,0,1,0,1
2,8,0,6,6,6,1,2,6,9,0,0,0,0.8,0.82,0,0,0,0,1,0,1
269,12,0,0,0,0,1,2,5,7,0,0,0,0.9,0.83,0,0,0,0,1,0,0
47,8,0,0,0,0,7,12,18,34,0,0,0,0.99,0.94,0,0,0,0,1,0,0
933,8,562,2377,4197,6087,742,2149,4030,5922,446,0,0,0.93,0.91,0,0,0,0,1,0,0
0,9,0,0,0,0,1,1,6,11,0,0,0,0.52,0.41,0,1,0,1,1,0,0
-24,8,9,556,754,952,116,386,616,978,102,0,18,0.31,0.41,37,0,0,0,1,0,1
10,8,4,9,29,44,8,13,25,44,4,0,0,0.88,0.87,0,0,0,0,1,0,0
3,8,0,30,40,60,9,24,40,73,0,0,0,0.8,0.82,0,0,0,0,1,0,1
4,8,0,0,1,3,1,4,9,10,0,0,0,0.96,0.96,0,0,0,0,1,0,0
2,4,0,0,0,0,0,0,0,2,0,0,0,0.89,0.9,0,0,0,0,1,0,1
1,2,0,2,5,7,5,9,13,20,2,0,0,1,0.98,0,0,0,0,1,0,1
16,2,0,0,16,24,0,7,19,26,0,0,0,0.99,0.99,0,0,0,0,1,0,0
0,2,0,14,21,35,2,7,16,26,0,0,0,0.94,0.89,0,0,0,0,1,0,1
13,8,0,0,0,0,0,0,0,0,1,0,0,0.99,0.99,0,0,0,0,1,0,0
2,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,0,1,0,0
1,8,0,2,2,2,0,0,1,2,0,0,0,0.14,0.32,0,0,0,0,1,0,1
15,2,0,0,0,0,3,7,7,7,1,0,0,0.98,0.98,0,1,0,1,1,0,1
8,4,0,10,25,43,0,0,0,0,3,0,0,0.98,0.99,0,0,0,0,1,0,0
2,2,0,14,28,44,4,13,24,24,0,0,0,0.97,0.98,0,0,0,0,1,0,1
21,2,0,12,28,48,8,24,42,42,3,0,0,0.88,0.81,0,1,0,0,1,0,0
423,8,72,685,1249,2005,276,1008,1850,2822,188,0,0,0.74,0.5,0,0,0,0,1,0,0
4,2,0,12,24,36,5,17,24,34,4,0,0,0.96,0.96,0,0,0,0,1,0,0
80,2,0,0,0,0,0,1,2,5,0,0,0,1,0.95,0,0,0,0,1,0,0
-9,8,0,350,525,725,90,259,437,649,77,0,25,0.45,0.45,26,0,0,0,1,0,1
79,8,0,167,413,445,0,0,0,0,0,0,0,0.91,0.95,0,0,0,0,1,0,0
154,8,4,0,21,35,4,17,87,106,18,0,0,0.64,0.75,0,0,0,0,1,0,0
2,8,0,1,2,3,0,1,2,2,0,0,0,0.86,0.88,0,0,0,0,1,0,0
206,8,1,160,320,320,40,114,237,399,47,0,0,0.98,0.98,0,0,0,0,1,0,0
0,12,0,6,12,12,1,2,6,8,0,1,0,0.44,0.38,0,0,0,0,1,0,1
85,8,64,1093,1749,2285,293,903,1537,2240,328,0,56,0.44,0.62,53,0,0,0,1,0,1
98,8,5,0,37,98,24,86,201,296,19,0,0,0.69,0.69,0,0,0,0,1,0,0
1,8,0,12,28,40,4,11,15,24,1,0,0,0.8,0.82,0,0,0,0,1,0,1
3,8,0,2,4,6,1,2,4,5,0,0,0,0.97,0.94,0,0,0,0,1,0,1
2,12,2,185,185,185,3,5,8,13,1,0,0,0.23,0.26,0,1,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
4,0,0,189,189,189,6,17,27,41,5,0,0,0,0,0,0,0,0,0,0,1
0,2,1,3,4,6,1,3,4,4,0,0,0,0.87,0.93,0,0,0,0,1,0,1
7,2,0,12,24,24,2,12,16,32,0,0,0,0.8,0.82,0,0,0,0,1,0,1
27,2,0,168,168,336,25,52,108,135,0,0,0,0.02,0.1,0,0,0,0,1,0,1
0,2,0,33,57,81,0,0,0,0,4,0,0,0.94,0.94,0,0,0,1,1,0,1
4,3,0,2,7,15,3,8,10,10,0,0,0,0.89,0.9,0,0,0,0,1,0,0
2,12,0,0,1,2,2,3,5,7,0,0,0,0.78,0.78,0,0,0,0,1,0,1
4,8,0,57,97,127,10,33,54,82,3,0,0,0.78,0.74,0,0,0,0,1,0,1
424,8,111,697,1370,1729,125,451,932,1730,181,0,0,0.99,0.99,0,0,0,0,1,0,0
2,8,0,38,58,58,6,17,27,46,3,0,0,0.99,0.99,0,0,0,0,1,0,1
5,2,0,0,0,0,4,12,16,16,0,0,0,0.99,0.99,0,1,0,0,1,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0.38,0.4,0,1,0,0,1,0,1
290,8,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,0
0,8,0,28,46,64,7,39,56,58,4,0,0,0.88,0.81,0,0,0,0,1,0,1
14,8,0,14,28,42,4,13,22,36,2,0,0,0.95,0.96,0,0,0,0,1,0,1
1,2,20,0,0,0,1,4,5,6,1,0,0,0.25,0.33,0,1,0,0,1,0,0
5,8,0,0,0,10,0,1,3,6,0,0,0,0.25,0.16,0,0,0,0,1,0,0
208,2,0,0,0,0,0,3,11,18,0,0,0,0.99,0.99,0,0,0,0,1,0,0
4,10,0,0,0,0,0,0,1,2,1,0,0,0.43,0.46,0,0,0,0,1,0,0
48,8,0,0,0,0,0,4,5,12,2,0,0,0.81,0.82,0,0,0,0,1,0,0
10,8,0,0,0,0,0,0,0,0,0,0,0,0.66,0.69,0,0,0,0,1,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0.89,0.78,0,0,0,1,0,1,0
408,2,0,300,700,1100,91,653,1015,1651,144,0,0,0.98,0.97,0,0,0,0,1,0,0
20,2,0,0,0,0,4,11,17,28,0,0,0,0.89,0.93,0,0,0,0,1,0,1
